,分词,分词索引化
2407,"['海默', '科技', '第六届', '监事会', '第二十五次', '会议', '决议']","[165469, 1140, 0, 122159, 0, 3764, 17912]"
2408,"['宇晶', '股份', '第四届', '董事会', '第十四次', '会议', '决议']","[0, 11068, 0, 22872, 0, 3764, 17912]"
2409,"['宇晶', '股份', '独立', '董事', '公司', '第四届', '董事会', '第十四次', '会议', '相关', '事项', '独立', '意见']","[0, 11068, 988, 25899, 225, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
2410,"['赛意', '信息', '第三届', '监事会', '第四次', '会议', '决议']","[0, 590, 0, 122159, 0, 3764, 17912]"
2411,"['海默', '科技', '独立', '董事', '候选人', '声明', '王金清']","[165469, 1140, 988, 25899, 12568, 4806, 0]"
2412,"['宇晶', '股份', '募集', '资金', '管理', '办法', '年', '月']","[0, 11068, 25802, 1797, 1112, 687, 50, 161]"
2413,"['海默', '科技', '公司', '董事会', '换届选举']","[165469, 1140, 225, 22872, 122201]"
2414,"['海默', '科技', '独立', '董事', '提名', '人', '声明', '王金清']","[165469, 1140, 988, 25899, 8941, 12, 4806, 0]"
2415,"['宇晶', '股份', '第四届', '监事会', '第十三次', '会议', '决议']","[0, 11068, 0, 122159, 0, 3764, 17912]"
2416,"['赛意', '信息', '全资', '子公司', '收购', '控股', '子公司', '基甸', '信息']","[0, 590, 58649, 24811, 6599, 22043, 24811, 157841, 590]"
2417,"['宇晶', '股份', '聘任', '年度', '审计', '机构']","[0, 11068, 91215, 6892, 17809, 1712]"
2418,"['宇晶', '股份', '股东大会', '议事规则', '年', '月']","[0, 11068, 70603, 173560, 50, 161]"
2419,"['宇晶', '股份', '关联', '交易', '决策', '制度', '年', '月']","[0, 11068, 6328, 2175, 3714, 1414, 50, 161]"
2420,"['赛意', '信息', '独立', '董事', '第三届', '董事会', '第四次', '会议', '相关', '事项', '独立', '意见']","[0, 590, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
2421,"['海默', '科技', '公司', '监事会', '换届选举']","[165469, 1140, 225, 122159, 122201]"
2422,"['海默', '科技', '独立', '董事', '提名', '人', '声明', '高玉洁']","[165469, 1140, 988, 25899, 8941, 12, 4806, 0]"
2423,"['宇晶', '股份', '召开', '年', '第二次', '临时', '股东大会', '通知']","[0, 11068, 9061, 50, 0, 3922, 70603, 3506]"
2424,"['宇晶', '股份', '对外', '担保', '制度', '年', '月']","[0, 11068, 3871, 16235, 1414, 50, 161]"
2425,"['赛意', '信息', '调整', '年', '限制性', '股票', '激励', '计划', '授予', '价格']","[0, 590, 1754, 50, 70711, 2913, 5596, 887, 12064, 651]"
2426,"['汉邦', '高科', '公司', '累计', '诉讼', '仲裁', '情况']","[0, 73161, 225, 10365, 12268, 20996, 394]"
2427,"['海默', '科技', '独立', '董事', '候选人', '声明', '方文彬']","[165469, 1140, 988, 25899, 12568, 4806, 0]"
2428,"['宇晶', '股份', '董事会', '议事规则', '年', '月']","[0, 11068, 22872, 173560, 50, 161]"
2429,"['宇晶', '股份', '内部', '审计', '管理制度', '年', '月']","[0, 11068, 1608, 17809, 41087, 50, 161]"
2430,"['海默', '科技', '独立', '董事', '提名', '人', '声明', '方文彬']","[165469, 1140, 988, 25899, 8941, 12, 4806, 0]"
2431,"['宇晶', '股份', '独立', '董事', '公司', '聘任', '年度', '审计', '机构', '事项', '事前', '认可', '意见']","[0, 11068, 988, 25899, 225, 91215, 6892, 17809, 1712, 15891, 17110, 2895, 2497]"
2432,"['宇晶', '股份', '信息', '披露', '管理制度', '年', '月']","[0, 11068, 590, 14061, 41087, 50, 161]"
2433,"['宇晶', '股份公司', '章程', '年', '月']","[0, 75437, 39252, 50, 161]"
2434,"['东利', '机械', '对外', '担保', '管理制度']","[0, 3031, 3871, 16235, 41087]"
2435,"['亚光', '科技', '中', '天', '国富', '证券', '有限公司', '亚光', '科技', '集团股份', '有限公司', '详式', '权益', '变动', '报告书', '财务顾问', '核查', '意见']","[80651, 1140, 60, 123, 84357, 9932, 11426, 80651, 1140, 163991, 11426, 0, 6385, 10548, 80574, 132415, 41698, 2497]"
2436,"['东利', '机械', '股东大会', '议事规则']","[0, 3031, 70603, 173560]"
2437,"['爱朋', '医疗', '控股', '股东', '实际', '控制', '人', '部分', '监事', '减持', '计划', '实施', '完毕']","[0, 1542, 22043, 9250, 1177, 596, 12, 421, 130966, 65453, 887, 3072, 6512]"
2438,"['东利', '机械', '独立', '董事', '公司', '第三届', '董事会', '第十二次', '会议', '相关', '事项', '独立', '意见']","[0, 3031, 988, 25899, 225, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
2439,"['东利', '机械', '防范', '控股', '股东', '关联方', '资金占用', '管理', '办法']","[0, 3031, 11932, 22043, 9250, 126943, 188666, 1112, 687]"
2440,"['东利', '机械', '董事会', '秘书', '工作细则']","[0, 3031, 22872, 11431, 0]"
2441,"['东利', '机械', '使用', '部分', '超募', '资金', '永久', '补充', '流动资金']","[0, 3031, 308, 421, 0, 1797, 8470, 1268, 55173]"
2442,"['东利', '机械', '华泰', '联合', '证券', '有限责任', '公司', '保定市', '东利', '机械制造', '股份', '有限公司', '募集', '资金', '置换', '预先', '投入', '资金', '核查', '意见']","[0, 3031, 144682, 2841, 9932, 148363, 225, 210130, 0, 74368, 11068, 11426, 25802, 1797, 21423, 17516, 1599, 1797, 41698, 2497]"
2443,"['东利', '机械', '董事会', '审计', '委员会', '工作细则']","[0, 3031, 22872, 17809, 5793, 0]"
2444,"['东利', '机械', '董事会', '议事规则']","[0, 3031, 22872, 173560]"
2445,"['东利', '机械', '华泰', '联合', '证券', '有限责任', '公司', '保定市', '东利', '机械制造', '股份', '有限公司', '使用', '闲置', '自有', '资金', '部分', '闲置', '募集', '资金', '进行', '现金管理', '核查', '意见']","[0, 3031, 144682, 2841, 9932, 148363, 225, 210130, 0, 74368, 11068, 11426, 308, 19109, 6692, 1797, 421, 19109, 25802, 1797, 271, 104092, 41698, 2497]"
2446,"['东利', '机械', '华泰', '联合', '证券', '有限责任', '公司', '保定市', '东利', '机械制造', '股份', '有限公司', '使用', '部分', '超募', '资金', '永久', '补充', '流动资金', '核查', '意见']","[0, 3031, 144682, 2841, 9932, 148363, 225, 210130, 0, 74368, 11068, 11426, 308, 421, 0, 1797, 8470, 1268, 55173, 41698, 2497]"
2447,"['东利', '机械', '募集', '资金', '使用', '管理制度']","[0, 3031, 25802, 1797, 308, 41087]"
2448,"['东利', '机械', '总经理', '工作细则']","[0, 3031, 13675, 0]"
2449,"['东利', '机械', '公司章程', '年', '月']","[0, 3031, 108228, 50, 161]"
2450,"['东利', '机械', '独立', '董事', '工作细则']","[0, 3031, 988, 25899, 0]"
2451,"['东利', '机械', '天健审']","[0, 3031, 0]"
2452,"['东利', '机械', '使用', '部分', '闲置', '募集', '资金', '暂时性', '补充', '流动资金']","[0, 3031, 308, 421, 19109, 25802, 1797, 38197, 1268, 55173]"
2453,"['东利', '机械', '累积', '投票', '制度', '实施细则']","[0, 3031, 9258, 5672, 1414, 101256]"
2454,"['东利', '机械', '变更', '公司', '股份', '总数', '注册资本', '公司', '类型', '经营范围', '修订', '公司章程', '办理', '工商', '变更', '登记']","[0, 3031, 15574, 225, 11068, 11153, 72262, 225, 2292, 110960, 22681, 108228, 5384, 21646, 15574, 8633]"
2455,"['大禹', '节水', '亿元', '云南省', '维西县', '碧落', '河水库', '阿海', '洛古', '水库', '勘察', '设计', '预', '中标', '公示']","[35008, 52413, 7143, 36474, 0, 131741, 0, 127375, 0, 18116, 33563, 594, 16352, 45991, 34343]"
2456,"['东利', '机械', '华泰', '联合', '证券', '有限责任', '公司', '保定市', '东利', '机械制造', '股份', '有限公司', '使用', '募集', '资金', '全资', '子公司', '增资', '实施', '募投', '项目', '核查', '意见']","[0, 3031, 144682, 2841, 9932, 148363, 225, 210130, 0, 74368, 11068, 11426, 308, 25802, 1797, 58649, 24811, 114129, 3072, 0, 749, 41698, 2497]"
2457,"['东利', '机械', '第三届', '董事会', '第十二次', '会议', '决议']","[0, 3031, 0, 22872, 0, 3764, 17912]"
2458,"['东利', '机械', '使用', '闲置', '自有', '资金', '部分', '闲置', '募集', '资金', '进行', '现金管理']","[0, 3031, 308, 19109, 6692, 1797, 421, 19109, 25802, 1797, 271, 104092]"
2459,"['东利', '机械', '华泰', '联合', '证券', '有限责任', '公司', '保定市', '东利', '机械制造', '股份', '有限公司', '使用', '部分', '闲置', '募集', '资金', '暂时性', '补充', '流动资金', '核查', '意见']","[0, 3031, 144682, 2841, 9932, 148363, 225, 210130, 0, 74368, 11068, 11426, 308, 421, 19109, 25802, 1797, 38197, 1268, 55173, 41698, 2497]"
2460,"['东利', '机械', '使用', '募集', '资金', '置换', '预先', '投入', '资金']","[0, 3031, 308, 25802, 1797, 21423, 17516, 1599, 1797]"
2461,"['通达', '股份', '收到', '增值税', '留抵', '退税']","[43081, 11068, 1851, 30660, 0, 55842]"
2462,"['贝斯特', '转换', '公司债券', '年', '跟踪', '评级']","[206840, 5583, 221683, 50, 8915, 23999]"
2463,"['东利', '机械', '召开', '年', '第二次', '临时', '股东大会', '通知']","[0, 3031, 9061, 50, 0, 3922, 70603, 3506]"
2464,"['东利', '机械', '内幕', '信息', '知情人', '登记', '管理制度']","[0, 3031, 15493, 590, 56936, 8633, 41087]"
2465,"['东利', '机械', '关联', '交易', '管理制度']","[0, 3031, 6328, 2175, 41087]"
2466,"['东利', '机械', '第三届', '监事会', '第七次', '会议', '决议']","[0, 3031, 0, 122159, 0, 3764, 17912]"
2467,"['精艺', '股份公司', '延期', '回复', '深圳证券交易所']","[0, 75437, 23188, 1446, 183356]"
2468,"['东利', '机械', '监事会', '议事规则']","[0, 3031, 122159, 173560]"
2469,"['沃顿', '科技']","[88960, 1140]"
2470,"['东利', '机械', '子公司', '管理制度']","[0, 3031, 24811, 41087]"
2471,"['晨光', '生物', '子公司', '取得', '工业', '大麻', '加工', '许可证', '暨', '复评']","[34421, 1267, 24811, 1760, 1706, 9993, 4781, 23817, 40297, 244433]"
2472,"['贝斯特', '创业板', '不', '特定', '对象', '发行', '转换', '公司债券', '跟踪', '评级', '报告']","[206840, 38970, 10, 3850, 1679, 5698, 5583, 221683, 8915, 23999, 1950]"
2473,"['东利', '机械', '信息', '披露', '管理制度']","[0, 3031, 590, 14061, 41087]"
2474,"['凯龙', '股份', '公司', '控股', '子公司', '提供', '担保', '进展']","[0, 11068, 225, 22043, 24811, 614, 16235, 6738]"
2475,"['沃顿', '科技', '沃顿', '科技股份', '有限公司', '非', '公开', '发行股票', '申请', '文件', '反馈', '意见', '回复', '修订稿']","[88960, 1140, 88960, 176683, 11426, 714, 2314, 138888, 1863, 3177, 4822, 2497, 1446, 0]"
2476,"['同力', '日升', '年', '第二次', '临时', '股东大会', '会议', '资料']","[0, 0, 50, 0, 3922, 70603, 3764, 1413]"
2477,"['凯撒', '中诚信', '国际', '终止', '凯撒', '同盛', '发展', '股份', '有限公司', '主体', '相关', '债项', '信用', '评级']","[27360, 0, 1266, 12958, 27360, 0, 340, 11068, 11426, 3963, 530, 0, 6483, 23999]"
2478,"['浙江', '芯能', '光伏', '科技股份', '有限公司', '持股']","[5549, 0, 27197, 176683, 11426, 31043]"
2479,"['新智', '认知', '数字', '科技股份', '有限公司', '年', '三季度', '报告', '更新版']","[0, 2152, 2059, 176683, 11426, 50, 82407, 1950, 176985]"
2480,"['致同', '会计师', '事务所', '特殊', '普通', '合伙', '新智', '认知', '数字', '科技股份', '有限公司', '年', '年度报告', '信息', '披露', '监管', '工作', '函', '问题', '专项', '说明']","[0, 24689, 25653, 2019, 639, 15385, 0, 2152, 2059, 176683, 11426, 50, 105611, 590, 14061, 4408, 166, 28939, 75, 16977, 778]"
2481,"['新智', '认知', '数字', '科技股份', '有限公司', '公司', '年', '年度报告', '信息', '披露', '回复']","[0, 2152, 2059, 176683, 11426, 225, 50, 105611, 590, 14061, 1446]"
2482,"['新智', '认知', '数字', '科技股份', '有限公司', '年', '半年度', '报告', '年', '三季度', '报告', '修订']","[0, 2152, 2059, 176683, 11426, 50, 172735, 1950, 50, 82407, 1950, 22681]"
2483,"['新智', '认知', '数字', '科技股份', '有限公司', '公司', '年', '年度报告', '信息', '披露', '回复', '相关', '事项', '独立', '意见']","[0, 2152, 2059, 176683, 11426, 225, 50, 105611, 590, 14061, 1446, 530, 15891, 988, 2497]"
2484,"['新智', '认知', '数字', '科技股份', '有限公司', '年', '年度报告', '更新版']","[0, 2152, 2059, 176683, 11426, 50, 105611, 176985]"
2485,"['新智', '认知', '数字', '科技股份', '有限公司', '年', '半年度', '报告', '更新版']","[0, 2152, 2059, 176683, 11426, 50, 172735, 1950, 176985]"
2486,"['立信', '会计师', '事务所', '特殊', '普通', '合伙', '上海', '奕', '瑞', '光电子', '科技股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '申请', '文件', '审核', '问询', '函', '回复']","[0, 24689, 25653, 2019, 639, 15385, 829, 69851, 18162, 125543, 176683, 11426, 10, 3850, 1679, 5698, 5583, 221683, 1863, 3177, 7913, 47727, 28939, 1446]"
2487,"['发行人', '保荐', '机构', '上海', '奕', '瑞', '光电子', '科技股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '申请', '文件', '审核', '问询', '函', '回复']","[121328, 148681, 1712, 829, 69851, 18162, 125543, 176683, 11426, 10, 3850, 1679, 5698, 5583, 221683, 1863, 3177, 7913, 47727, 28939, 1446]"
2488,"['上海', '奕', '瑞', '光电子', '科技股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '募集', '说明书', '申报', '稿']","[829, 69851, 18162, 125543, 176683, 11426, 10, 3850, 1679, 5698, 5583, 221683, 25802, 15235, 22090, 8018]"
2489,"['中国', '国际金融', '股份', '有限公司', '上海', '奕', '瑞', '光电子', '科技股份', '有限公司', '年度', '不', '特定', '对象', '发行', '转换', '公司债券', '上市', '保荐', '书']","[80, 51289, 11068, 11426, 829, 69851, 18162, 125543, 176683, 11426, 6892, 10, 3850, 1679, 5698, 5583, 221683, 4775, 148681, 473]"
2490,"['奕', '瑞', '科技', '回复', '上海证券交易所']","[69851, 18162, 1140, 1446, 151267]"
2491,"['上海市', '方达', '律师', '事务所', '上海', '奕', '瑞', '光电子', '科技股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '补充', '法律', '意见书']","[20802, 171603, 3618, 25653, 829, 69851, 18162, 125543, 176683, 11426, 10, 3850, 1679, 5698, 5583, 221683, 1268, 799, 92352]"
2492,"['中国', '国际金融', '股份', '有限公司', '上海', '奕', '瑞', '光电子', '科技股份', '有限公司', '年度', '不', '特定', '对象', '发行', '转换', '公司债券', '发行', '保荐', '书']","[80, 51289, 11068, 11426, 829, 69851, 18162, 125543, 176683, 11426, 6892, 10, 3850, 1679, 5698, 5583, 221683, 5698, 148681, 473]"
2493,"['国邦', '医药', '变更', '联系方式']","[0, 13262, 15574, 9134]"
2494,"['同力', '日升', '年', '限制性', '股票', '激励', '计划', '草案', '摘要']","[0, 0, 50, 70711, 2913, 5596, 887, 34782, 22686]"
2495,"['同力', '日升', '年', '限制性', '股票', '激励', '计划', '实施', '考核', '管理', '办法']","[0, 0, 50, 70711, 2913, 5596, 887, 3072, 8487, 1112, 687]"
2496,"['同力', '日升', '独立', '董事', '第二届', '董事会', '第二次', '临时', '会议', '相关', '事项', '独立', '意见']","[0, 0, 988, 25899, 0, 22872, 0, 3922, 3764, 530, 15891, 988, 2497]"
2497,"['国浩', '律师', '南京', '事务所', '江苏', '同力', '日升', '机械', '股份', '有限公司', '年', '限制性', '股票', '激励', '计划', '法律', '意见书']","[0, 3618, 1855, 25653, 6053, 0, 0, 3031, 11068, 11426, 50, 70711, 2913, 5596, 887, 799, 92352]"
2498,"['同力', '日升', '第二届', '董事会', '第二次', '临时', '会议', '决议']","[0, 0, 0, 22872, 0, 3922, 3764, 17912]"
2499,"['大商', '集团', '沈阳', '千盛', '百货', '购物中心', '有限公司', '审计报告', '年月日']","[108758, 3012, 8505, 0, 28419, 42494, 11426, 132905, 83831]"
2500,"['厦门', '华侨', '电子', '股份', '有限公司', '拟', '注销', '子公司']","[8854, 24102, 2859, 11068, 11426, 14685, 31511, 24811]"
2501,"['芯海', '科技', '年', '年度', '权益', '分派', '实施', '暨', '股份', '上市']","[0, 1140, 50, 6892, 6385, 60412, 3072, 40297, 11068, 4775]"
2502,"['山', '大地', '纬年', '年度', '权益', '分派', '实施']","[1699, 6061, 0, 6892, 6385, 60412, 3072]"
2503,"['年', '年度', '权益', '分派', '实施']","[50, 6892, 6385, 60412, 3072]"
2504,"['浙江', '五洲', '新春', '集团股份', '有限公司', '年', '年度', '权益', '分派', '实施']","[5549, 70982, 74700, 163991, 11426, 50, 6892, 6385, 60412, 3072]"
2505,"['芯海', '科技', '年', '年度', '权益', '分派', '实施', '后', '调整', '回购', '股份', '价格', '上限']","[0, 1140, 50, 6892, 6385, 60412, 3072, 84, 1754, 18375, 11068, 651, 8141]"
2506,"['福鞍', '股份', '发行', '股份', '支付现金', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '进展']","[0, 11068, 5698, 11068, 232391, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 6738]"
2507,"['紫金', '矿业集团', '股份', '有限公司', '独立', '董事', '任期', '届满', '离任']","[31325, 0, 11068, 11426, 988, 25899, 30284, 109969, 87487]"
2508,"['江河', '集团', '注销', '回购', '股份', '实施', '暨', '股份', '变动']","[19558, 3012, 31511, 18375, 11068, 3072, 40297, 11068, 10548]"
2509,"['年度', '权益', '分派', '实施', '后', '调整', '回购', '股份', '价格', '上限']","[6892, 6385, 60412, 3072, 84, 1754, 18375, 11068, 651, 8141]"
2510,"['招商', '轮船', '新船', '交付']","[35544, 21674, 0, 15708]"
2511,"['皓元', '医药', '持股']","[0, 13262, 31043]"
2512,"['上海', '谊', '众', '药业', '股份', '有限公司', '自愿', '披露', '注射用', '紫杉醇', '聚合物', '胶束', '列入', '中华医学会', '肺癌', '临床', '诊疗', '指南']","[829, 89396, 1860, 80551, 11068, 11426, 6852, 14061, 133461, 141043, 56053, 0, 13201, 115380, 18565, 5392, 20412, 7228]"
2513,"['部分', '募集', '资金', '专户', '销户', '完成']","[421, 25802, 1797, 187998, 101877, 678]"
2514,"['招商', '轮船', '处置', '老龄', '油轮']","[35544, 21674, 9850, 67501, 72079]"
2515,"['子公司', '开立', '募集', '资金', '专户', '暨', '签署', '四方', '监管', '协议']","[24811, 72662, 25802, 1797, 187998, 40297, 10695, 9543, 4408, 4244]"
2516,"['浙江', '荣晟', '环保', '纸业', '股份', '有限公司', '实施', '荣晟', '转债', '赎回', '暨', '摘牌', '第四次', '提示性']","[5549, 0, 4407, 174184, 11068, 11426, 3072, 0, 237991, 27306, 40297, 210068, 0, 186770]"
2517,"['航天', '信息', '股份', '有限公司', '年', '年度', '权益', '分派', '实施']","[8067, 590, 11068, 11426, 50, 6892, 6385, 60412, 3072]"
2518,"['京山', '轻机', '公司', '股票交易', '异常', '波动']","[143548, 157155, 225, 75275, 3183, 5639]"
2519,"['润邦', '股份', '发行', '股份', '购买', '资产', '暨', '关联', '交易', '部分', '限售', '股份', '上市', '流通', '提示性']","[0, 11068, 5698, 11068, 1663, 2837, 40297, 6328, 2175, 421, 0, 11068, 4775, 9558, 186770]"
2520,"['奥赛康', '独立', '董事', '公司', '终止', '发行', '股份', '支付现金', '购买', '资产', '事项', '独立', '意见']","[0, 988, 25899, 225, 12958, 5698, 11068, 232391, 1663, 2837, 15891, 988, 2497]"
2521,"['中亚', '股份', '年', '年度', '权益', '分派', '实施']","[10653, 11068, 50, 6892, 6385, 60412, 3072]"
2522,"['立方', '制药', '收到', '原料药', '上市', '登记', '受理', '通知书']","[31431, 26215, 1851, 187948, 4775, 8633, 22026, 13445]"
2523,"['齐翔', '腾达', '控股', '股东', '相关', '当事人', '收到']","[0, 111579, 22043, 9250, 530, 4079, 1851]"
2524,"['海螺', '新材', '对外', '投资']","[46169, 0, 3871, 857]"
2525,"['奥赛康', '华泰', '联合', '证券', '有限责任', '公司', '北京', '奥赛康', '药业', '股份', '有限公司', '终止', '发行', '股份', '支付现金', '购买', '资产', '交易', '事项', '独立', '财务顾问', '核查', '意见']","[0, 144682, 2841, 9932, 148363, 225, 497, 0, 80551, 11068, 11426, 12958, 5698, 11068, 232391, 1663, 2837, 2175, 15891, 988, 132415, 41698, 2497]"
2526,"['维尔', '利', '日常', '经营', '合同', '中标', '提示性']","[132476, 5592, 2079, 3214, 4332, 45991, 186770]"
2527,"['海螺', '新材', '第九届', '董事会', '第二十次', '会议', '决议']","[46169, 0, 0, 22872, 0, 3764, 17912]"
2528,"['上能', '电气', '上能', '电气', '股份', '有限公司', '不', '特定', '对象', '发行', '转换', '公司债券', '发行']","[0, 24013, 0, 24013, 11068, 11426, 10, 3850, 1679, 5698, 5583, 221683, 5698]"
2529,"['恒天', '海龙', '恒天', '海龙', '股份', '有限公司', '年', '年度', '股东', '大会决议']","[0, 81469, 0, 81469, 11068, 11426, 50, 6892, 9250, 238172]"
2530,"['大洋', '电机', '年', '股票', '期权', '激励', '计划', '首次', '授予', '股票', '期权', '第一个', '行权期', '采用', '自主', '行权', '模式', '提示性']","[10279, 13694, 50, 2913, 19759, 5596, 887, 4864, 12064, 2913, 19759, 0, 0, 1644, 4254, 122985, 1141, 186770]"
2531,"['光库', '科技', '年', '限制性', '股票', '激励', '计划', '第二个', '解除', '限售期', '解除', '限售', '股份', '上市', '流通', '提示性']","[0, 1140, 50, 70711, 2913, 5596, 887, 0, 9418, 0, 9418, 0, 11068, 4775, 9558, 186770]"
2532,"['华森', '制药', '华森', '转债', '年', '付息']","[0, 26215, 0, 237991, 50, 124318]"
2533,"['科迪退', '股票', '退市', '整理', '期', '交易', '第六次', '风险', '提示']","[0, 2913, 69188, 2150, 1729, 2175, 0, 1361, 4504]"
2534,"['奥赛康', '第六届', '监事会', '第三次', '会议', '决议']","[0, 0, 122159, 0, 3764, 17912]"
2535,"['通裕', '重工', '通裕', '重工', '股份', '有限公司', '创业板', '不', '特定', '对象', '发行', '转换', '公司债券', '发行', '提示性']","[0, 28838, 0, 28838, 11068, 11426, 38970, 10, 3850, 1679, 5698, 5583, 221683, 5698, 186770]"
2536,"['迦南', '科技', '特定', '对象', '发行股票', '限售', '股份', '上市', '流通', '提示性']","[89590, 1140, 3850, 1679, 138888, 0, 11068, 4775, 9558, 186770]"
2537,"['中晶', '科技', '部分', '股东', '减持', '计划', '期限', '届满', '暨', '实施', '情况']","[0, 1140, 421, 9250, 65453, 887, 12294, 109969, 40297, 3072, 394]"
2538,"['锋龙', '股份', '公司', '控股', '股东', '补充', '质押', '部分', '股份']","[0, 11068, 225, 22043, 9250, 1268, 42955, 421, 11068]"
2539,"['中化', '岩土', '岩土', '转债', '回售', '第二次', '提示性']","[106588, 119346, 119346, 237991, 0, 0, 186770]"
2540,"['奥赛康', '独立', '董事', '公司', '终止', '发行', '股份', '支付现金', '购买', '资产', '事项', '事前', '认可', '意见']","[0, 988, 25899, 225, 12958, 5698, 11068, 232391, 1663, 2837, 15891, 17110, 2895, 2497]"
2541,"['恒天', '海龙', '恒天', '海龙', '股份', '有限公司', '年', '年度', '股东大会', '法律', '意见书']","[0, 81469, 0, 81469, 11068, 11426, 50, 6892, 70603, 799, 92352]"
2542,"['集泰', '股份', '股票交易', '异常', '波动']","[0, 11068, 75275, 3183, 5639]"
2543,"['奥赛康', '第六届', '董事会', '第四次', '会议', '决议']","[0, 0, 22872, 0, 3764, 17912]"
2544,"['迦南', '科技', '安信', '证券', '浙江', '迦南', '科技股份', '有限公司', '特定', '对象', '发行股票', '限售', '股份', '解除', '限售', '上市', '流通', '核查', '意见']","[89590, 1140, 0, 9932, 5549, 89590, 176683, 11426, 3850, 1679, 138888, 0, 11068, 9418, 0, 4775, 9558, 41698, 2497]"
2545,"['中原', '内配', '年', '年度', '权益', '分派', '实施']","[4310, 0, 50, 6892, 6385, 60412, 3072]"
2546,"['西麦', '食品', '持股']","[221022, 1604, 31043]"
2547,"['猛狮', '退', '公司股票', '退市', '整理', '期', '交易', '第四次', '风险', '提示']","[0, 3067, 72744, 69188, 2150, 1729, 2175, 0, 1361, 4504]"
2548,"['宇环', '数控', '持股']","[0, 78023, 31043]"
2549,"['嘉美', '包装', '年嘉美', '食品包装', '滁州', '股份', '有限公司', '转换', '公司债券', '年', '跟踪', '评级', '报告']","[0, 3438, 0, 87763, 89697, 11068, 11426, 5583, 221683, 50, 8915, 23999, 1950]"
2550,"['启明星', '辰', '第五届', '监事会', '第二次', '临时', '会议', '决议']","[99432, 31746, 0, 122159, 0, 3922, 3764, 17912]"
2551,"['启明星', '辰', '年', '非', '公开', '发行', '股', '股票', '预案']","[99432, 31746, 50, 714, 2314, 5698, 1701, 2913, 25818]"
2552,"['启明星', '辰', '年度', '非', '公开', '发行', '股', '股票', '募集', '资金运用', '可行性', '分析', '报告']","[99432, 31746, 6892, 714, 2314, 5698, 1701, 2913, 25802, 0, 16673, 664, 1950]"
2553,"['启明星', '辰', '最近', '五年', '证券', '监管部门', '交易所', '采取', '处罚', '监管', '措施', '情况']","[99432, 31746, 834, 0, 9932, 27110, 32224, 2726, 5972, 4408, 4417, 394]"
2554,"['启明星', '辰', '签署', '投资', '合作', '附', '条件', '生效', '股份', '认购', '协议', '暨', '控制权', '拟', '发生', '变更', '提示性']","[99432, 31746, 10695, 857, 1994, 6108, 757, 21985, 11068, 56430, 4244, 40297, 21831, 14685, 365, 15574, 186770]"
2555,"['启明星', '辰', '公司', '特定', '对象', '签署', '附', '条件', '生效', '非', '公开', '发行', '股份', '认购', '协议', '暨', '关联', '交易']","[99432, 31746, 225, 3850, 1679, 10695, 6108, 757, 21985, 714, 2314, 5698, 11068, 56430, 4244, 40297, 6328, 2175]"
2556,"['启明星', '辰', '公司股票', '复牌', '提示性']","[99432, 31746, 72744, 114595, 186770]"
2557,"['启明星', '辰', '简式', '权益', '变动', '报告书']","[99432, 31746, 187888, 6385, 10548, 80574]"
2558,"['大集', '年', '第二次', '临时', '股东', '大会决议']","[103558, 50, 0, 3922, 9250, 238172]"
2559,"['大集', '暂缓', '审议', '个别', '议案', '暨', '年', '年度', '股东大会', '取消', '审议', '个别', '议案', '补充', '通知']","[103558, 54557, 60406, 5558, 52845, 40297, 50, 6892, 70603, 3505, 60406, 5558, 52845, 1268, 3506]"
2560,"['大集', '第十届', '董事会', '第十三次', '会议', '决议']","[103558, 0, 22872, 0, 3764, 17912]"
2561,"['大集', '供销', '大集', '年', '第二次', '临时', '股东大会', '法律', '意见书']","[103558, 134822, 103558, 50, 0, 3922, 70603, 799, 92352]"
2562,"['正虹', '科技', '年', '非', '公开', '发行', '股', '股票', '募集', '资金', '使用', '可行性', '分析', '报告']","[0, 1140, 50, 714, 2314, 5698, 1701, 2913, 25802, 1797, 308, 16673, 664, 1950]"
2563,"['正虹', '科技', '签署']","[0, 1140, 10695]"
2564,"['正虹', '科技', '公司股票', '复牌']","[0, 1140, 72744, 114595]"
2565,"['正虹', '科技', '监事会', '决议']","[0, 1140, 122159, 17912]"
2566,"['正虹', '科技', '独立', '董事', '事前', '认可', '意见']","[0, 1140, 988, 25899, 17110, 2895, 2497]"
2567,"['正虹', '科技', '年度', '非', '公开', '发行', '股', '股票', '预案']","[0, 1140, 6892, 714, 2314, 5698, 1701, 2913, 25818]"
2568,"['正虹', '科技', '发行', '对象', '签署', '附', '条件', '生效', '股份', '认购', '协议']","[0, 1140, 5698, 1679, 10695, 6108, 757, 21985, 11068, 56430, 4244]"
