,分词,分词索引化
3933,"['东方', '时尚', '东时', '转债', '交易', '风险', '提示性']","[3729, 3580, 0, 237991, 2175, 1361, 186770]"
3934,"['华夏', '幸福', '控股', '股东', '集中', '竞价', '被动', '减持', '股份', '进展']","[6842, 1181, 22043, 9250, 1784, 26545, 5466, 65453, 11068, 6738]"
3935,"['华夏', '幸福', '控股', '股东权益', '变动', '提示性']","[6842, 1181, 22043, 127282, 10548, 186770]"
3936,"['中油', '工程', '年', '年度', '股东', '大会决议']","[226973, 2473, 50, 6892, 9250, 238172]"
3937,"['北京市', '金杜', '律师', '事务所', '中国', '石油', '集团', '工程', '股份', '有限公司', '年', '年度', '股东大会', '法律', '意见书']","[13079, 0, 3618, 25653, 80, 3690, 3012, 2473, 11068, 11426, 50, 6892, 70603, 799, 92352]"
3938,"['海量', '数据', '控股', '股东', '实际', '控制', '人', '收到', '中国证券监督管理委员会', '立案', '告知', '书', '补充', '说明']","[13405, 615, 22043, 9250, 1177, 596, 12, 1851, 0, 17025, 4270, 473, 1268, 778]"
3939,"['永福', '股份', '调整', '公司', '组织', '架构']","[121017, 11068, 1754, 225, 785, 7541]"
3940,"['飞荣达', '长城', '证券', '股份', '有限公司', '深圳市', '飞荣达', '科技股份', '有限公司', '年度', '特定', '对象', '发行', '股', '股票', '上市', '保荐', '书']","[0, 5026, 9932, 11068, 11426, 34188, 0, 176683, 11426, 6892, 3850, 1679, 5698, 1701, 2913, 4775, 148681, 473]"
3941,"['永福', '股份', '变更', '注册资本', '修订']","[121017, 11068, 15574, 72262, 22681]"
3942,"['飞荣达', '申请', '特定', '对象', '发行股票', '审核', '问询', '函', '回复', '修订稿', '提示性']","[0, 1863, 3850, 1679, 138888, 7913, 47727, 28939, 1446, 0, 186770]"
3943,"['飞荣达', '长城', '证券', '股份', '有限公司', '深圳市', '飞荣达', '科技股份', '有限公司', '年度', '特定', '对象', '发行', '股', '股票', '发行', '保荐', '书']","[0, 5026, 9932, 11068, 11426, 34188, 0, 176683, 11426, 6892, 3850, 1679, 5698, 1701, 2913, 5698, 148681, 473]"
3944,"['永福', '股份', '召开', '年', '第一次', '临时', '股东大会', '通知']","[121017, 11068, 9061, 50, 0, 3922, 70603, 3506]"
3945,"['永福', '股份', '第三届', '董事会', '第八次', '会议', '决议']","[121017, 11068, 0, 22872, 0, 3764, 17912]"
3946,"['飞荣达', '广东', '信', '达', '律师', '事务所', '深圳市', '飞荣达', '科技股份', '有限公司', '年度', '创业板', '特定', '对象', '发行', '股', '股票', '补充', '法律', '意见书', '三']","[0, 3984, 1537, 1808, 3618, 25653, 34188, 0, 176683, 11426, 6892, 38970, 3850, 1679, 5698, 1701, 2913, 1268, 799, 92352, 105]"
3947,"['飞荣达', '会计师', '深圳市', '飞荣达', '科技股份', '有限公司', '申请', '特定', '对象', '发行股票', '审核', '问询', '函', '回复', '专项', '说明']","[0, 24689, 34188, 0, 176683, 11426, 1863, 3850, 1679, 138888, 7913, 47727, 28939, 1446, 16977, 778]"
3948,"['永福', '股份公司', '章程', '年', '月']","[121017, 75437, 39252, 50, 161]"
3949,"['飞荣达', '发行人', '保荐', '机构', '深圳市', '飞荣达', '科技股份', '有限公司', '申请', '特定', '对象', '发行股票', '审核', '问询', '函之', '回复', '报告', '修订稿']","[0, 121328, 148681, 1712, 34188, 0, 176683, 11426, 1863, 3850, 1679, 138888, 7913, 47727, 0, 1446, 1950, 0]"
3950,"['厦门', '华侨', '电子', '股份', '有限公司', '股票', '退市', '整理', '期', '交易', '第四次', '风险', '提示']","[8854, 24102, 2859, 11068, 11426, 2913, 69188, 2150, 1729, 2175, 0, 1361, 4504]"
3951,"['飞荣达', '深圳市', '飞荣达', '科技股份', '有限公司', '年度', '特定', '对象', '发行', '股', '股票', '募集', '说明书', '修订稿']","[0, 34188, 0, 176683, 11426, 6892, 3850, 1679, 5698, 1701, 2913, 25802, 15235, 0]"
3952,"['通裕', '重工', '公司', '子公司', '青岛', '宝鉴', '提供', '担保', '进展']","[0, 28838, 225, 24811, 7227, 100042, 614, 16235, 6738]"
3953,"['中富', '通', '公司章程', '年', '月', '修订']","[187097, 3609, 108228, 50, 161, 22681]"
3954,"['中富', '通', '新增', '公司章程', '修订', '内容']","[187097, 3609, 13784, 108228, 22681, 513]"
3955,"['纳尔', '股份', '监事会', '年', '限制性', '股票', '激励', '计划', '首次', '授予', '激励', '对象', '名单', '审核', '意见', '公示', '情况', '说明']","[78095, 11068, 122159, 50, 70711, 2913, 5596, 887, 4864, 12064, 5596, 1679, 6657, 7913, 2497, 34343, 394, 778]"
3956,"['中富', '通', '年度', '股东大会', '增加', '临时', '提案', '暨', '年度', '股东大会', '补充', '通知']","[187097, 3609, 6892, 70603, 833, 3922, 21060, 40297, 6892, 70603, 1268, 3506]"
3957,"['华策', '影视', '第五届', '监事会', '第一次', '会议', '决议']","[0, 6165, 0, 122159, 0, 3764, 17912]"
3958,"['华策', '影视', '第五届', '董事会', '第一次', '会议', '决议']","[0, 6165, 0, 22872, 0, 3764, 17912]"
3959,"['海澜', '之家', '集团股份', '有限公司', '实施', '年', '年度', '权益', '分派', '时海澜', '转债', '停止', '转股', '提示性']","[91916, 10020, 163991, 11426, 3072, 50, 6892, 6385, 60412, 0, 237991, 2445, 0, 186770]"
3960,"['壹石通', '年', '限制性', '股票', '激励', '计划', '内幕', '信息', '知情人', '激励', '对象', '买卖', '公司股票', '情况', '自查报告']","[0, 50, 70711, 2913, 5596, 887, 15493, 590, 56936, 5596, 1679, 6293, 72744, 394, 0]"
3961,"['壹石', '通年', '第三次', '临时', '股东', '大会决议']","[0, 0, 0, 3922, 9250, 238172]"
3962,"['三', '一重', '首次', '公开', '发行股票', '科', '创板', '上市', '发行']","[105, 0, 4864, 2314, 138888, 1928, 0, 4775, 5698]"
3963,"['三', '一重', '首次', '公开', '发行股票', '科', '创板', '上市', '招股', '说明书']","[105, 0, 4864, 2314, 138888, 1928, 0, 4775, 93936, 15235]"
3964,"['上海', '数据', '港', '股份', '有限公司', '公司', '股东', '部分', '股份', '解除', '质押']","[829, 615, 3929, 11068, 11426, 225, 9250, 421, 11068, 9418, 42955]"
3965,"['北京', '德恒', '合肥', '律师', '事务所', '安徽', '壹石通', '材料', '科技股份', '有限公司', '年', '第三次', '临时', '股东大会', '见证', '法律', '意见']","[497, 0, 12850, 3618, 25653, 7583, 0, 1900, 176683, 11426, 50, 0, 3922, 70603, 6371, 799, 2497]"
3966,"['华策', '影视', '董事会', '监事会', '完成', '换届选举', '聘任', '高级', '管理人员', '证券', '事务', '代表']","[0, 6165, 22872, 122159, 678, 122201, 91215, 1977, 17669, 9932, 9780, 541]"
3967,"['华策', '影视', '独立', '董事', '第五届', '董事会', '第一次', '会议', '相关', '事项', '独立', '意见']","[0, 6165, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
3968,"['华策', '影视', '召开', '年', '第二次', '临时', '股东大会']","[0, 6165, 9061, 50, 0, 3922, 70603]"
3969,"['华策', '影视', '购买', '董监', '高', '责任险']","[0, 6165, 1663, 244510, 236, 86210]"
3970,"['中钨高新', '监事会', '公司', '限制性', '股票', '激励', '计划', '预留', '授予', '激励', '对象', '名单', '公示', '情况', '说明']","[0, 122159, 225, 70711, 2913, 5596, 887, 20869, 12064, 5596, 1679, 6657, 34343, 394, 778]"
3971,"['中山', '公用', '注销', '募集', '资金', '专项', '账户']","[14787, 26464, 31511, 25802, 1797, 16977, 6494]"
3972,"['东山', '精密', '年', '年度', '权益', '分派', '实施']","[29569, 14587, 50, 6892, 6385, 60412, 3072]"
3973,"['维尔', '利', '全资', '子公司', '提供', '担保', '三']","[132476, 5592, 58649, 24811, 614, 16235, 105]"
3974,"['维尔', '利', '公司', '全资', '子公司', '提供', '担保', '二']","[132476, 5592, 225, 58649, 24811, 614, 16235, 285]"
3975,"['维尔', '利', '第五届', '监事会', '第一次', '会议', '决议']","[132476, 5592, 0, 122159, 0, 3764, 17912]"
3976,"['维尔', '利', '公司', '全资', '子公司', '提供', '担保']","[132476, 5592, 225, 58649, 24811, 614, 16235]"
3977,"['维尔', '利', '第五届', '董事会', '第一次', '会议', '决议']","[132476, 5592, 0, 22872, 0, 3764, 17912]"
3978,"['维尔', '利', '第五届', '董事会', '第一次', '会议', '相关', '事项', '独立', '意见']","[132476, 5592, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
3979,"['晶瑞电材', '变更', '部分', '募集', '资金', '用途', '后', '签订', '募集', '资金', '三方', '监管', '协议']","[0, 15574, 421, 25802, 1797, 8809, 84, 7068, 25802, 1797, 0, 4408, 4244]"
3980,['持股'],[31043]
3981,"['年', '年度', '权益', '分派', '实施', '暨', '股份', '上市']","[50, 6892, 6385, 60412, 3072, 40297, 11068, 4775]"
3982,"['银行', '申请', '综合', '授信额度']","[1432, 1863, 2450, 198692]"
3983,"['新', '产业', '第四届', '监事会', '第四次', '会议', '决议']","[469, 2251, 0, 122159, 0, 3764, 17912]"
3984,"['新', '产业', '董事会', '审计', '委员会', '工作细则', '年', '月']","[469, 2251, 22872, 17809, 5793, 0, 50, 161]"
3985,"['新', '产业', '监事会', '议事规则', '年', '月']","[469, 2251, 122159, 173560, 50, 161]"
3986,"['新', '产业', '募集', '资金', '管理', '办法', '年', '月']","[469, 2251, 25802, 1797, 1112, 687, 50, 161]"
3987,"['新', '产业', '华泰', '联合', '证券', '有限责任', '公司', '公司', '对外', '投资', '设立', '境外', '子公司', '暨', '关联', '交易', '核查', '意见']","[469, 2251, 144682, 2841, 9932, 148363, 225, 225, 3871, 857, 6612, 12775, 24811, 40297, 6328, 2175, 41698, 2497]"
3988,"['新', '产业', '信息', '披露', '管理制度', '年', '月']","[469, 2251, 590, 14061, 41087, 50, 161]"
3989,"['新', '产业', '利润分配', '管理制度', '年', '月']","[469, 2251, 146586, 41087, 50, 161]"
3990,"['川金诺', '广西', '防城港市', '人民政府', '签署']","[0, 7830, 0, 25640, 10695]"
3991,"['新', '产业', '承诺', '管理制度', '年', '月']","[469, 2251, 4438, 41087, 50, 161]"
3992,"['新', '产业', '召开', '年', '第一次', '临时', '股东大会', '通知']","[469, 2251, 9061, 50, 0, 3922, 70603, 3506]"
3993,"['新', '产业', '独立', '董事', '工作', '制度', '年', '月']","[469, 2251, 988, 25899, 166, 1414, 50, 161]"
3994,"['新', '产业', '董事', '监事', '高级', '管理人员', '持股', '变动', '管理制度', '年', '月']","[469, 2251, 25899, 130966, 1977, 17669, 31043, 10548, 41087, 50, 161]"
3995,"['鼎龙', '股份', '年度', '权益', '分派', '实施']","[0, 11068, 6892, 6385, 60412, 3072]"
3996,"['新', '产业', '总经理', '工作细则', '年', '月']","[469, 2251, 13675, 0, 50, 161]"
3997,"['新', '产业', '董事会', '秘书', '工作细则', '年', '月']","[469, 2251, 22872, 11431, 0, 50, 161]"
3998,"['新', '产业', '对外', '投资', '设立', '境外', '子公司', '暨', '关联', '交易']","[469, 2251, 3871, 857, 6612, 12775, 24811, 40297, 6328, 2175]"
3999,"['新', '产业', '对外', '担保', '管理制度', '年', '月']","[469, 2251, 3871, 16235, 41087, 50, 161]"
4000,"['新', '产业', '修订']","[469, 2251, 22681]"
4001,"['新', '产业', '公司章程', '年', '月']","[469, 2251, 108228, 50, 161]"
4002,"['新', '产业', '董事会', '薪酬', '考核', '委员会', '工作细则', '年', '月']","[469, 2251, 22872, 12172, 8487, 5793, 0, 50, 161]"
4003,"['联诚', '精密', '联诚', '转债', '恢复', '转股', '提示性']","[0, 14587, 0, 237991, 2092, 0, 186770]"
4004,"['新', '产业', '信息', '披露', '暂缓', '豁免', '管理制度', '年', '月']","[469, 2251, 590, 14061, 54557, 51079, 41087, 50, 161]"
4005,"['康达', '新材', '子公司', '提供', '担保', '事项', '进展']","[0, 0, 24811, 614, 16235, 15891, 6738]"
4006,"['新', '产业', '提供', '财务', '资助', '管理制度', '年', '月']","[469, 2251, 614, 4233, 9120, 41087, 50, 161]"
4007,"['新', '产业', '第四届', '董事会', '第四次', '会议', '决议']","[469, 2251, 0, 22872, 0, 3764, 17912]"
4008,"['新', '产业', '股东大会', '议事规则', '年', '月']","[469, 2251, 70603, 173560, 50, 161]"
4009,"['新', '产业', '独立', '董事', '第四届', '董事会', '第四次', '会议', '相关', '事项', '事前', '认可', '意见']","[469, 2251, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 17110, 2895, 2497]"
4010,"['天齐', '锂业', '控股', '股东', '持', '部分', '股权', '质押']","[97529, 0, 22043, 9250, 3334, 421, 9255, 42955]"
4011,"['广田', '集团', '新增', '部分', '银行', '债务', '逾期']","[0, 3012, 13784, 421, 1432, 6606, 28087]"
4012,"['鸿博', '股份', '股东', '部分', '股份', '解押']","[121480, 11068, 9250, 421, 11068, 0]"
4013,"['新', '产业', '独立', '董事', '第四届', '董事会', '第四次', '会议', '相关', '事项', '独立', '意见']","[469, 2251, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
4014,"['新', '产业', '对外', '投资', '管理制度', '年', '月']","[469, 2251, 3871, 857, 41087, 50, 161]"
4015,"['天汽模', '天津', '汽车模具', '股份', '有限公司', '公开', '发行', '转换', '公司债券', '年', '跟踪', '评级', '报告']","[0, 3791, 0, 11068, 11426, 2314, 5698, 5583, 221683, 50, 8915, 23999, 1950]"
4016,"['康达', '新材', '年', '第三次', '临时', '股东大会', '法律', '意见书']","[0, 0, 50, 0, 3922, 70603, 799, 92352]"
4017,"['新', '产业', '关联', '交易', '决策', '制度', '年', '月']","[469, 2251, 6328, 2175, 3714, 1414, 50, 161]"
4018,"['瑞鹄', '模具', '使用', '部分', '闲置', '募集', '资金', '进行', '现金管理', '进展']","[0, 24411, 308, 421, 19109, 25802, 1797, 271, 104092, 6738]"
4019,"['新', '产业', '董事会', '议事规则', '年', '月']","[469, 2251, 22872, 173560, 50, 161]"
4020,"['新', '产业', '投资者', '关系', '管理制度', '年', '月']","[469, 2251, 6048, 389, 41087, 50, 161]"
4021,"['康达', '新材', '年', '第三次', '临时', '股东', '大会决议']","[0, 0, 50, 0, 3922, 9250, 238172]"
4022,"['新', '产业', '董事会', '战略', '委员会', '工作细则', '年', '月']","[469, 2251, 22872, 1776, 5793, 0, 50, 161]"
4023,"['瑞鹄', '模具', '控股', '股东', '股权', '质押']","[0, 24411, 22043, 9250, 9255, 42955]"
4024,"['川金诺', '完成', '工商', '变更', '登记', '换发', '营业执照']","[0, 678, 21646, 15574, 8633, 131718, 42237]"
4025,"['新', '产业', '内幕', '信息', '知情人', '登记', '管理制度', '年', '月']","[469, 2251, 15493, 590, 56936, 8633, 41087, 50, 161]"
4026,"['聘任', '公司', '高级', '管理人员', '独立', '董事', '意见']","[91215, 225, 1977, 17669, 988, 25899, 2497]"
4027,"['大唐电信', '科技股份', '有限公司', '第八届', '董事会', '第二十四', '次', '会议', '决议']","[0, 176683, 11426, 0, 22872, 0, 76, 3764, 17912]"
4028,"['大唐电信', '科技股份', '有限公司', '上海证券交易所', '公司', '出售', '子公司', '股权', '暨', '关联', '交易', '问询', '函', '回复']","[0, 176683, 11426, 151267, 225, 7918, 24811, 9255, 40297, 6328, 2175, 47727, 28939, 1446]"
4029,"['金春', '股份', '年', '第一次', '临时', '股东大会', '法律', '意见书']","[0, 11068, 50, 0, 3922, 70603, 799, 92352]"
4030,"['金春', '股份', '上海', '荣正', '投资', '咨询', '股份', '有限公司', '公司', '年', '限制性', '股票', '激励', '计划', '首次', '授予', '相关', '事项', '独立', '财务顾问', '报告']","[0, 11068, 829, 0, 857, 3841, 11068, 11426, 225, 50, 70711, 2913, 5596, 887, 4864, 12064, 530, 15891, 988, 132415, 1950]"
4031,"['金春', '股份', '年', '限制性', '股票', '激励', '计划', '激励', '对象', '名单', '首次', '授予', '日']","[0, 11068, 50, 70711, 2913, 5596, 887, 5596, 1679, 6657, 4864, 12064, 292]"
4032,"['金春', '股份', '独立', '董事', '第三届', '董事会', '第五次', '会议', '相关', '事项', '发表', '独立', '意见']","[0, 11068, 988, 25899, 0, 22872, 0, 3764, 530, 15891, 2023, 988, 2497]"
4033,"['金春', '股份', '年', '限制性', '股票', '激励', '计划', '内幕', '信息', '知情人', '激励', '对象', '买卖', '公司股票', '情况', '自查报告']","[0, 11068, 50, 70711, 2913, 5596, 887, 15493, 590, 56936, 5596, 1679, 6293, 72744, 394, 0]"
4034,"['金春', '股份', '年', '第一次', '临时', '股东', '大会决议']","[0, 11068, 50, 0, 3922, 9250, 238172]"
4035,"['新疆', '百花', '村', '医药集团', '股份', '有限公司', '参加', '年', '新疆', '辖区', '投资者', '网上', '集体', '接待日', '暨', '上市', '公司业绩', '说明会', '活动']","[3192, 26855, 3015, 0, 11068, 11426, 690, 50, 3192, 22139, 6048, 1019, 2397, 200661, 40297, 4775, 87875, 102965, 780]"
4036,"['金春', '股份', '第三届', '董事会', '第五次', '会议', '决议']","[0, 11068, 0, 22872, 0, 3764, 17912]"
4037,"['金春', '股份', '第三届', '监事会', '第五次', '会议', '决议']","[0, 11068, 0, 122159, 0, 3764, 17912]"
